0|['KendallJenner', 'chrisbrown']|dmxab tcj ready rhaxgpwsft gyrcss nav
1|['chrisbrown', 'KendallJenner']|ready rhaxgpwsft fccn obfkit agi nav
2|['chrisbrown', 'KendallJenner']|kardashianukfan kendall horses kkszkazhfd njbbhqj mhiiddeolq
3|['KendallJenner', 'chrisbrown']|iiqwhhpyqj kardashianukfan kendall horses mhiiddeolq kendall
4|['chrisbrown', 'KendallJenner']|kkszkazhfd wvs kkszkazhfd oxd ready rhaxgpwsft
5|['chrisbrown', 'KendallJenner']|heartbreakonafullmoontour tickets fccn obfkit agi thoughts
6|['chrisbrown', 'KendallJenner']|fccn obfkit agi mpppg rhaxgpwsft stores
7|['chrisbrown', 'KendallJenner']|dmxab tcj kendall kylie select ovspeople
8|['KendallJenner', 'PlayStation']|weirdness dmxab tcj oxd nav kffiunh
9|['KendallJenner', 'chrisbrown']|champion paladins exits beta scy kdahi
10|['chrisbrown', 'KendallJenner']|kardashianukfan kendall horses kendalljexnner wooo kkszkazhfd
11|['KendallJenner', 'chrisbrown']|oxd kylie select ovspeople stores xglqxs
12|['KendallJenner', 'chrisbrown']|wooo enjoy weirdness dmxab tcj xglqxs
13|['KendallJenner', 'chrisbrown']|ovspeople stores xglqxs kendallandkylieforovs wzyq bxhiq
14|['KendallJenner', 'chrisbrown']|fccn obfkit agi tcu kendallandkylieforovs wzyq
15|['KendallJenner', 'chrisbrown']|tickets fccn obfkit agi mhiiddeolq angelkendallj
16|['KendallJenner', 'chrisbrown']|stores xglqxs kendallandkylieforovs wzyq bxhiq kfwnizyunp
17|['KendallJenner', 'chrisbrown']|dont die thoughts kffiunh tcj ovspeople
18|['KendallJenner', 'chrisbrown']|oxd kardashianukfan kendall horses jbeex fccn
19|['KendallJenner', 'chrisbrown']|angelkendallj archived yup expoi dont die
20|['KendallJenner', 'chrisbrown']|gyrcss nav oxd nav gyrcss nav
21|['chrisbrown', 'SHAQ']|fccn obfkit agi gyrcss nav mhiiddeolq
22|['chrisbrown', 'KendallJenner']|crew theaters june uncledrewfilm detncuexdz detncuexdz
23|['KendallJenner', 'chrisbrown']|obfkit agi die thoughts kffiunh jbeex
24|['KendallJenner', 'chrisbrown']|fccn obfkit agi njbbhqj dont die
25|['KendallJenner', 'chrisbrown']|ukeehy tcu ovspeople stores xglqxs kendallandkylieforovs
26|['KendallJenner', 'chrisbrown']|kfwnizyunp bxhiq yup expoi yup expoi
27|['KendallJenner', 'chrisbrown']|fccn obfkit agi kendall kylie select
28|['KendallJenner', 'chrisbrown']|wzyq bxhiq joynerlucas jbeex kendall kylie
29|['KendallJenner', 'chrisbrown']|kendallandkylieforovs wzyq bxhiq bxhiq ovspeople stores
30|['KendallJenner', 'chrisbrown']|nhb weirdness dmxab tcj uabum oxd
31|['KendallJenner', 'chrisbrown']|enjoy weirdness dmxab tcj rhaxgpwsft agi
32|['KendallJenner', 'chrisbrown']|mhiiddeolq select ovspeople stores xglqxs kendallandkylieforovs
33|['KendallJenner', 'chrisbrown']|gagjixzo njbbhqj xglqxs kendallandkylieforovs wzyq bxhiq
34|['KendallJenner', 'chrisbrown']|rhaxgpwsft ovspeople stores xglqxs kendallandkylieforovs wzyq
35|['KendallJenner', 'chrisbrown']|expoi tcu wooo kendallandkylieforovs wzyq bxhiq
36|['KendallJenner', 'chrisbrown']|gyrcss nav enjoy weirdness dmxab tcj
37|['chrisbrown', 'kourtneykardash']|bxhiq tune gagjixzo njbbhqj dont die
38|['chrisbrown', 'KendallJenner']|ready ojkdjzazjr tickets fccn obfkit agi
39|['KendallJenner', 'chrisbrown']|joynerlucas jbeex kffiunh kardashianukfan kendall horses
40|['KendallJenner', 'chrisbrown']|fccn obfkit agi tcu njbbhqj tune
41|['KendallJenner', 'chrisbrown']|tcu bxhiq iiqwhhpyqj iiqwhhpyqj uabum oxd
42|['KendallJenner', 'chrisbrown']|dmxab tcj horses tcj oxd iiqwhhpyqj
43|['KendallJenner', 'chrisbrown']|yup expoi wooo tickets fccn obfkit
44|['KendallJenner', 'chrisbrown']|kendallandkylieforovs wzyq bxhiq stores xglqxs kendallandkylieforovs
45|['KendallJenner', 'chrisbrown']|xglqxs kendallandkylieforovs wzyq bxhiq jbeex heartbreakonafullmoontour
46|['KendallJenner', 'chrisbrown']|ovspeople stores xglqxs kendallandkylieforovs wzyq bxhiq
47|['KendallJenner', 'chrisbrown']|obfkit agi tcu archived dmxab tcj
48|['chrisbrown', 'FoxNews']|wooo die thoughts kffiunh iiqwhhpyqj kkszkazhfd
49|['chrisbrown', 'KendallJenner']|agi real consequences russia acts aggression
50|['KendallJenner', 'chrisbrown']|archived enjoy weirdness dmxab tcj ukeehy
51|['chrisbrown', 'blakeshelton']|mpppg horses dont die thoughts kffiunh
52|['blakeshelton', 'SnoopDogg']|kffiunh place olerednashville nvvhmen smithworksvodka pydmwb
53|['SnoopDogg', 'KendallJenner']|tonite jokerswild yis yam big things
54|['KendallJenner', 'ashleytisdale']|bxhiq jokerswild ueqk ypgf ueqk ypgf
55|['KendallJenner', 'chrisbrown']|kzuafvrbn wzyq bxhiq wzyq bxhiq ovspeople
56|['chrisbrown', 'aplusk']|agi rhaxgpwsft kfwnizyunp bxhiq ukeehy tcu
57|['chrisbrown', 'KendallJenner']|lack empathy understanding issue educate wggnyub
58|['KendallJenner', 'tomhanks']|angelkendallj archived kfwnizyunp uabum oxd weirdness
59|['KendallJenner', 'chrisbrown']|lhszhw njbbhqj movie shooting baton rouge
60|['chrisbrown', 'kanyewest']|tickets fccn obfkit agi ukeehy tcu
61|['chrisbrown', 'KendallJenner']|started today title overground hell road
62|['KendallJenner', 'chrisbrown']|kffiunh wzyq bxhiq archived mhiiddeolq thoughts
63|['chrisbrown', 'NBA']|wvs kkszkazhfd kffiunh kendalljexnner wooo ukeehy
64|['NBA', 'HillaryClinton']|iiqwhhpyqj orleans dubnation nbaplayoffs hvqczu sgy
65|['NBA', 'KendallJenner']|literacy fun check akxiywenm lot reading
66|['KendallJenner', 'chrisbrown']|lebron james pts ast reb posts
67|['KendallJenner', 'chrisbrown']|kardashianukfan kendall horses tcu expoi dmxab
68|['KendallJenner', 'chrisbrown']|tcj jbeex gyrcss nav tickets fccn
