0|['ShawnMendes', 'taylorswift13']|capitalofficial performing kiisfm wangotango tickets dhjt
1|['ShawnMendes', 'taylorswift13']|camila cabello charli xcx opening acts
2|['taylorswift13', 'ShawnMendes']|premiere iheartradio music awards tbsnetwork hhili
3|['ShawnMendes', 'WSJ']|zhvrh nhcfiv delicate video world premiere
4|['ShawnMendes', 'taylorswift13']|guts skip line ntfxd dhwb drone
5|['taylorswift13', 'ShawnMendes']|tyfjht video world premiere iheartradio music
6|['ShawnMendes', 'LilTunechi']|iheartradio music awards tbsnetwork hhili bwn
7|['ShawnMendes', 'taylorswift13']|follow bumbu instagram page tag friends
8|['taylorswift13', 'ShawnMendes']|hzrl ahey lostz spotify ahey lostz
9|['taylorswift13', 'ShawnMendes']|midnight eastern endgamemusicvideo future edsheeran xhrs
10|['taylorswift13', 'ShawnMendes']|video world premiere iheartradio music awards
11|['taylorswift13', 'ShawnMendes']|vertical video delicate video world premiere
12|['taylorswift13', 'ShawnMendes']|iheartradio music awards tbsnetwork hhili bwn
13|['ShawnMendes', 'nytimes']|movie zqx hlj zrlnyjd national siblings
14|['ShawnMendes', 'taylorswift13']|limited album merch bundles kez llanb
15|['taylorswift13', 'ShawnMendes']|lajmecvorj itn tazqvm youth shawnmendes amp
16|['ShawnMendes', 'camerondallas']|kiisfm wangotango tickets dhjt ymjfn delicate
17|['ShawnMendes', 'taylorswift13']|wdq capitalofficial capitalofficial eim fro music
18|['taylorswift13', 'ShawnMendes']|exciting update share camila cabello charli
19|['taylorswift13', 'ShawnMendes']|tickets dhjt ymjfn llanb shawnlimitedalbummerch itn
20|['taylorswift13', 'ShawnMendes']|ymjfn update share camila cabello charli
21|['ShawnMendes', 'ashleytisdale']|kiisfm wangotango tickets dhjt ymjfn omvs
22|['ShawnMendes', 'taylorswift13']|days love weather cozy hzrl days
23|['taylorswift13', 'ShawnMendes']|htilc shawnlimitedalbummerch itn tazqvm kiisfm wangotango
24|['taylorswift13', 'ShawnMendes']|youth shawnmendes amp thegreatkhalid htilc hun
25|['taylorswift13', 'ShawnMendes']|est eim fro delicate video world
26|['ShawnMendes', 'ddlovato']|video world premiere iheartradio music awards
27|['ShawnMendes', 'taylorswift13']|kvhq shawnlimitedalbummerch itn tazqvm dhjt ymjfn
28|['taylorswift13', 'ShawnMendes']|eim fro june hzrl ahey lostz
29|['taylorswift13', 'ShawnMendes']|awards tbsnetwork hhili bwn tyfjht thegreatkhalid
30|['taylorswift13', 'ShawnMendes']|ymjfn kiisfm wangotango tickets dhjt ymjfn
31|['ShawnMendes', 'ddlovato']|xhrs ixfy incredible hun woa deqwpfhjvl
32|['ShawnMendes', 'taylorswift13']|bli june hzrl suggest kvhq ring
33|['taylorswift13', 'ShawnMendes']|incredible hun woa deqwpfhjvl kez llanb
34|['ShawnMendes', 'ObamaWhiteHouse']|opening acts reputationstadiumtour lajmecvorj youth shawnmendes
