0|['tyrabanks', 'funnyordie']|hey tygers monday love olqxsegn fierce
1|['funnyordie', 'katyperry']|cord tish live royal wedding kmwisx
2|['katyperry', 'tyrabanks']|cindy lent shoes qco kjvyw eejrp
3|['katyperry', 'tyrabanks']|pontifex compassionate heart inclusivity meditationbob thecurafoundation
4|['tyrabanks', 'ShawnMendes']|disney themed prepare wigs fly whilst
5|['tyrabanks', 'katyperry']|ain scared scared agt spookysimon nutumla
6|['katyperry', 'tyrabanks']|therapies bringing hope world zsivpnywj unitetocure
7|['tyrabanks', 'katyperry']|lil tyger perfectisboring qliffx tag ride
8|['tyrabanks', 'katyperry']|today amp grateful share meaningful transcendental
9|['tyrabanks', 'katyperry']|fierce dyantai australia iikru kci lchmz
10|['katyperry', 'tyrabanks']|kindness key meditationbob thecurafoundation making unitetocure
11|['tyrabanks', 'katyperry']|mama ogyc anpgt dudes agt nkodjsut
12|['tyrabanks', 'katyperry']|open big door kindness key matata
13|['katyperry', 'aplusk']|hug call surprise visit perfectisboring pehtxtu
14|['katyperry', 'tyrabanks']|makeawish vqdjl zwyf coast cis rdt
15|['tyrabanks', 'katyperry']|share meaningful transcendental meditation hope learn
16|['katyperry', 'jtimberlake']|nkodjsut holiness pontifex compassionate heart inclusivity
17|['jtimberlake', 'britneyspears']|fly whilst letting finding hakuna matata
18|['britneyspears', 'katyperry']|hope day srfyhjcko sjw zyf incredible
19|['katyperry', 'tyrabanks']|inspired amp encouraged today amp grateful
20|['katyperry', 'tyrabanks']|hair fake workout plans dress gym
21|['katyperry', 'tyrabanks']|nrt therapies bringing hope world zsivpnywj
22|['tyrabanks', 'katyperry']|tag ride die chicks dudes agt
23|['tyrabanks', 'katyperry']|gym perfectisboring jgav bmsca bringing hope
24|['tyrabanks', 'katyperry']|visit perfectisboring pehtxtu jgav believer sound
25|['tyrabanks', 'katyperry']|plans dress gym perfectisboring jgav mama
26|['tyrabanks', 'katyperry']|big door kindness key tweet pic
27|['tyrabanks', 'katyperry']|hakuna matata time watch vote live
28|['tyrabanks', 'katyperry']|hair fake workout plans dress gym
29|['tyrabanks', 'katyperry']|reply tag ride die chicks dudes
30|['katyperry', 'KendallJenner']|watch vote live coast coast cis
31|['katyperry', 'tyrabanks']|holiness pontifex compassionate heart inclusivity meditationbob
32|['tyrabanks', 'katyperry']|xcyje americanidol ryanseacrest eejrp bmdm nkodjsut
33|['tyrabanks', 'katyperry']|newest technologies amp cutting edge therapies
34|['katyperry', 'tyrabanks']|inclusivity meditationbob thecurafoundation making unitetocure eepwji
35|['katyperry', 'tyrabanks']|lchmz believer sound nrt listen audio
36|['katyperry', 'tyrabanks']|lent shoes qco kjvyw world zsivpnywj
37|['katyperry', 'tyrabanks']|sjxhowdgw qco kjvyw meditation hope learn
38|['katyperry', 'tyrabanks']|key audio book fhy bmsca letting
39|['katyperry', 'tyrabanks']|eejrp bmdm perfectisboring pehtxtu ain scared
40|['katyperry', 'tyrabanks']|listen audio book fhy bmsca prince
41|['tyrabanks', 'LilTunechi']|selfie book perfectisboring make fierce dyantai
42|['tyrabanks', 'katyperry']|kouldn make yesterday ready turn mother
43|['tyrabanks', 'katyperry']|scared agt spookysimon nutumla workout plans
