0|['POTUS44', 'LeoDiCaprio']|jagpacqnba leader man won stop citizen
1|['POTUS44', 'LeoDiCaprio']|legacy flotus joining americans country change
2|['LeoDiCaprio', 'tyrabanks']|fguxlplvue stop citizen inspired voices truth
3|['tyrabanks', 'POTUS44']|make tweet pic reading lil tyger
4|['POTUS44', 'tyrabanks']|serve made leader man qliffx scared
5|['POTUS44', 'tyrabanks']|dudes agt nkodjsut deal hopeful fans
6|['POTUS44', 'tyrabanks']|giving flotus generations hopeful fans cubs
7|['tyrabanks', 'KingJames']|generations hopeful fans cubs championship rnlytyf
8|['tyrabanks', 'POTUS44']|nutumla nutumla handleyourbusiness ymwyp spookysimon nutumla
9|['POTUS44', 'blakeshelton']|day service community mlkday generations hopeful
10|['POTUS44', 'tyrabanks']|change americans owe great deal stop
11|['POTUS44', 'tyrabanks']|man great deal joining americans country
12|['tyrabanks', 'Oprah']|happy birthday michelle love lvjfx perfectisboring
13|['tyrabanks', 'POTUS44']|jgav knew happen day finally hellooooo
14|['POTUS44', 'tyrabanks']|matters share thoughts fguxlplvue change americans
15|['POTUS44', 'tyrabanks']|america nation chances people deserved shot
16|['POTUS44', 'tyrabanks']|lvjfx change americans owe great deal
17|['POTUS44', 'tyrabanks']|giving flotus generations hopeful fans cubs
18|['POTUS44', 'tyrabanks']|agt nkodjsut bmsca day service community
19|['tyrabanks', 'SportsCenter']|birthday michelle love lvjfx iikru kci
20|['tyrabanks', 'POTUS44']|accept made mama ogyc anpgt book
21|['POTUS44', 'tyrabanks']|girl south side role didn made
22|['POTUS44', 'tyrabanks']|perfectisboring pehtxtu audio book fhy bmsca
23|['POTUS44', 'tyrabanks']|america nation chances people deserved shot
24|['POTUS44', 'tyrabanks']|pehtxtu thoughts fguxlplvue steps reflect matters
25|['tyrabanks', 'KylieJenner']|spookysimon nutumla matters share thoughts fguxlplvue
26|['tyrabanks', 'POTUS44']|tomorrow yayyyy bronze life bdaiohhxcv kyliecosmetics
27|['POTUS44', 'tyrabanks']|single person read listen audio book
28|['tyrabanks', 'ActuallyNPH']|cubs championship rnlytyf service community mlkday
29|['tyrabanks', 'POTUS44']|red iphone purchase fights aids secretselfie
30|['POTUS44', 'tyrabanks']|ain scared scared agt spookysimon nutumla
31|['POTUS44', 'tyrabanks']|service community mlkday finally accept made
32|['POTUS44', 'tyrabanks']|dress gym perfectisboring jgav give mama
33|['POTUS44', 'tyrabanks']|cubs championship rnlytyf life serve made
34|['tyrabanks', 'PlayStation']|actions president america nation chances people
35|['tyrabanks', 'POTUS44']|girl ain true ycwqdqjick qliffx gym
36|['POTUS44', 'tyrabanks']|championship rnlytyf bmsca die chicks dudes
37|['tyrabanks', 'nytimes']|happy birthday michelle love lvjfx lvjfx
38|['tyrabanks', 'POTUS44']|true ycwqdqjick drug promote hair growth
39|['POTUS44', 'tyrabanks']|humor love country change americans owe
40|['POTUS44', 'tyrabanks']|made mama ogyc anpgt love country
41|['tyrabanks', 'Zendaya']|ycwqdqjick change americans owe great deal
42|['tyrabanks', 'POTUS44']|book perfectisboring make fierce dyantai australia
43|['POTUS44', 'tyrabanks']|fguxlplvue surprise visit perfectisboring pehtxtu life
44|['tyrabanks', 'aplusk']|real hair fake workout plans dress
45|['tyrabanks', 'POTUS44']|platform swsypxz referring victims sex trafficking
46|['POTUS44', 'tyrabanks']|championship rnlytyf book perfectisboring make fierce
47|['POTUS44', 'tyrabanks']|bring change change americans owe great
48|['POTUS44', 'tyrabanks']|die chicks dudes agt nkodjsut change
49|['POTUS44', 'tyrabanks']|read listen audio book fhy bmsca
50|['tyrabanks', 'SethMacFarlane']|inspired voices truth justice good humor
51|['tyrabanks', 'POTUS44']|rtx read listen audio book fhy
52|['POTUS44', 'tyrabanks']|people love country change americans owe
53|['tyrabanks', 'TreySongz']|dudes agt nkodjsut south side role
54|['tyrabanks', 'POTUS44']|weak iebhqnjelg good day chicks dudes
55|['POTUS44', 'tyrabanks']|joining americans country change americans owe
56|['POTUS44', 'tyrabanks']|hqhl tygers monday love country change
57|['POTUS44', 'tyrabanks']|great deal owe great deal jgav
58|['POTUS44', 'tyrabanks']|pic reading lil tyger perfectisboring qliffx
59|['tyrabanks', 'ParisHilton']|agt nkodjsut fake workout plans dress
60|['tyrabanks', 'POTUS44']|single person read listen audio book
61|['POTUS44', 'ParisHilton']|selfie book perfectisboring make fierce dyantai
62|['POTUS44', 'tyrabanks']|honor legacy flotus joining americans country
63|['tyrabanks', 'tomhanks']|good humor love country change americans
64|['tyrabanks', 'POTUS44']|workout plans dress gym perfectisboring jgav
65|['POTUS44', 'tyrabanks']|scared agt spookysimon nutumla role didn
66|['POTUS44', 'tyrabanks']|listen audio book fhy bmsca final
67|['POTUS44', 'tyrabanks']|proud make final actions president america
68|['POTUS44', 'tyrabanks']|reading lil tyger perfectisboring qliffx hopeful
69|['POTUS44', 'tyrabanks']|didn made happy birthday michelle love
70|['tyrabanks', 'Pink']|championship rnlytyf change americans owe great
71|['tyrabanks', 'POTUS44']|ain scared scared agt spookysimon nutumla
72|['POTUS44', 'tyrabanks']|joining americans country change americans owe
73|['POTUS44', 'tyrabanks']|anpgt rnlytyf mlkday fhy bmsca finally
74|['POTUS44', 'tyrabanks']|championship rnlytyf audio book fhy bmsca
75|['POTUS44', 'tyrabanks']|made mama ogyc anpgt give mama
76|['POTUS44', 'tyrabanks']|tag ride die chicks dudes agt
77|['POTUS44', 'tyrabanks']|lvjfx die chicks dudes agt nkodjsut
78|['tyrabanks', 'SHAQ']|kci perfectisboring pehtxtu qliffx nutumla hqhl
79|['SHAQ', 'maroon5']|girl ain true ycwqdqjick shirts check
80|['SHAQ', 'POTUS44']|detncuexdz matrix nbaontnt caupkxztg antonio week
81|['POTUS44', 'tyrabanks']|ybnnahmir repeat uncledrew soundtrack etprpdhfbu enter
82|['POTUS44', 'tyrabanks']|legacy flotus joining americans country change
83|['POTUS44', 'tyrabanks']|legacy flotus joining americans country change
84|['POTUS44', 'tyrabanks']|reflect matters share thoughts fguxlplvue accept
85|['POTUS44', 'tyrabanks']|ability bring change change americans owe
86|['tyrabanks', 'jimmyfallon']|country change americans owe great deal
87|['jimmyfallon', 'nytimes']|read listen audio book fhy bmsca
88|['jimmyfallon', 'POTUS44']|show access arianaonfallon mxafyfmjsi influence academic
89|['POTUS44', 'tyrabanks']|casey jimmyfallon tonight show access arianaonfallon
90|['tyrabanks', 'kourtneykardash']|made mama ogyc anpgt michelle love
91|['tyrabanks', 'POTUS44']|australia iikru kci audio book fhy
92|['POTUS44', 'tyrabanks']|jgav day service community mlkday book
93|['tyrabanks', 'NASA']|person read listen audio book fhy
94|['NASA', 'maroon5']|zuxldtrxxm questions asknasa oty jfhhf pwiw
95|['NASA', 'POTUS44']|dragon spacecraft recently international space station
96|['POTUS44', 'tyrabanks']|love country change americans owe great
97|['POTUS44', 'tyrabanks']|proud make final actions president america
98|['POTUS44', 'tyrabanks']|role didn made happy birthday michelle
99|['POTUS44', 'tyrabanks']|lvjfx surprise visit perfectisboring pehtxtu hopeful
100|['tyrabanks', 'ABC']|honor legacy flotus joining americans country
101|['tyrabanks', 'POTUS44']|hey tygers monday love young noel
102|['POTUS44', 'tyrabanks']|qliffx inspired voices truth justice good
103|['tyrabanks', 'aliciakeys']|reading lil tyger perfectisboring qliffx finally
104|['tyrabanks', 'POTUS44']|true ycwqdqjick make tweet pic reading
105|['POTUS44', 'HillaryClinton']|accept made mama ogyc anpgt forward
106|['POTUS44', 'tyrabanks']|working senator safe helping responders girheosjtw
107|['POTUS44', 'tyrabanks']|reply tag ride die chicks dudes
108|['tyrabanks', 'HillaryClinton']|finally accept made mama ogyc anpgt
109|['tyrabanks', 'POTUS44']|pehtxtu give mama hug call surprise
110|['POTUS44', 'tyrabanks']|serve made leader man legacy flotus
111|['tyrabanks', 'Pink']|country change americans owe great deal
112|['tyrabanks', 'POTUS44']|audio book fhy bmsca perfectisboring pehtxtu
113|['POTUS44', 'tyrabanks']|perfectisboring pehtxtu hey tygers monday love
114|['POTUS44', 'tyrabanks']|girl ain true ycwqdqjick lvjfx ain
115|['POTUS44', 'tyrabanks']|bmsca didn made happy birthday michelle
116|['POTUS44', 'tyrabanks']|inspired voices truth justice good humor
117|['POTUS44', 'tyrabanks']|owe great deal mlkday people love
118|['POTUS44', 'tyrabanks']|proud make final actions president america
119|['POTUS44', 'tyrabanks']|fguxlplvue matters share thoughts fguxlplvue jgav
120|['POTUS44', 'tyrabanks']|legacy flotus joining americans country change
121|['POTUS44', 'tyrabanks']|americans owe great deal love country
122|['tyrabanks', 'tomhanks']|service community mlkday made mama ogyc
123|['tyrabanks', 'POTUS44']|turk tomhanksday lifeline energy funds reach
