0|['wizkhalifa', 'maroon5']|car slicc squirters rule phone xycx
1|['wizkhalifa', 'maroon5']|time hat style dad hats annoying
2|['wizkhalifa', 'maroon5']|swssy xycx bjqxz bruce leefa bjqxz
3|['wizkhalifa', 'maroon5']|bruce leefa hates car slicc hat
4|['maroon5', 'kanyewest']|phone xycx bjqxz nice pillows blankets
5|['kanyewest', 'wizkhalifa']|past matter fact heard high school
6|['wizkhalifa', 'kanyewest']|race issues update conversation road road
7|['wizkhalifa', 'kanyewest']|imprisoned years free thought idea conversation
8|['kanyewest', 'Oprah']|meeting beings backgrounds ijtes mmby energy
9|['kanyewest', 'wizkhalifa']|team powerful piece minutes inside national
10|['wizkhalifa', 'kanyewest']|freed thousand knew slaves harriet tubman
11|['wizkhalifa', 'kanyewest']|learn magic johnson built business past
12|['kanyewest', 'katyperry']|bjqxz dad hats annoying blankets long
13|['kanyewest', 'wizkhalifa']|meditation hope learn curafdn amp newest
14|['wizkhalifa', 'kanyewest']|thousand knew slaves harriet tubman long
15|['wizkhalifa', 'kanyewest']|free thought idea past matter fact
16|['wizkhalifa', 'kanyewest']|squirters rule iwhr swssy built business
17|['wizkhalifa', 'kanyewest']|thought idea tmz awesome dad hats
18|['kanyewest', 'wizkhalifa']|scholars talk started today title overground
19|['kanyewest', 'wizkhalifa']|school class presents future ideas heard
20|['kanyewest', 'wizkhalifa']|backgrounds ijtes mmby energy meeting beings
21|['wizkhalifa', 'voguemagazine']|fight race issues update conversation fact
22|['voguemagazine', 'justinbieber']|leefa questions sexism beloved john hughes
23|['justinbieber', 'kobebryant']|clothes shoes wxtvb svux bynbghqe typical
24|['justinbieber', 'kanyewest']|vci lcec grateful great friends proud
25|['kanyewest', 'wizkhalifa']|great friends ijtes mmby vngwwv vngwwv
26|['wizkhalifa', 'xtina']|media masses scholars talk started today
27|['wizkhalifa', 'kanyewest']|wonderful father loving man hardest worker
28|['kanyewest', 'wizkhalifa']|talk fight race issues update conversation
29|['kanyewest', 'wizkhalifa']|ideas rolling knew tmz awesome class
30|['wizkhalifa', 'funnyordie']|today title overground hell road road
31|['funnyordie', 'ShawnMendes']|style yirgcbot txt phone xycx bjqxz
32|['funnyordie', 'kanyewest']|favorite news anchors coming hbo partnership
33|['kanyewest', 'wizkhalifa']|fact heard high school class presents
34|['kanyewest', 'wizkhalifa']|imprisoned years free thought idea bro
35|['wizkhalifa', 'BrunoMars']|rule swssy issues update conversation idea
36|['wizkhalifa', 'kanyewest']|gentleman met amp meant lot father
37|['kanyewest', 'wizkhalifa']|energy meeting beings backgrounds ijtes mmby
38|['kanyewest', 'wizkhalifa']|masses scholars talk started today title
39|['kanyewest', 'wizkhalifa']|magic johnson built business past matter
40|['kanyewest', 'wizkhalifa']|fear learned magic johnson built business
41|['kanyewest', 'wizkhalifa']|imprisoned years free thought idea point
42|['kanyewest', 'wizkhalifa']|ijtes mmby issues update conversation school
43|['kanyewest', 'wizkhalifa']|long car slicc style dad hats
44|['wizkhalifa', 'kourtneykardash']|attacked presenting ideas school class presents
45|['wizkhalifa', 'kanyewest']|bro told iwhr swssy sukdw ytd
46|['kanyewest', 'wizkhalifa']|future ideas title overground hell road
47|['kanyewest', 'wizkhalifa']|rolling leefa business past matter fact
48|['kanyewest', 'wizkhalifa']|long txt phone xycx bjqxz style
49|['kanyewest', 'wizkhalifa']|annoying beings backgrounds ijtes mmby road
50|['kanyewest', 'wizkhalifa']|business past matter fact heard high
51|['kanyewest', 'wizkhalifa']|free thought idea point mentally imprisoned
52|['wizkhalifa', 'KimKardashian']|mentally imprisoned years free thought idea
53|['KimKardashian', 'ActuallyNPH']|gift guide enyfc xuk txt phone
54|['KimKardashian', 'kanyewest']|red iphone purchase fights aids secretselfie
55|['kanyewest', 'wizkhalifa']|school class presents future ideas scholars
56|['kanyewest', 'wizkhalifa']|told iwhr swssy issues update conversation
57|['kanyewest', 'wizkhalifa']|today title overground hell road time
58|['kanyewest', 'wizkhalifa']|bruce leefa road car slicc told
59|['wizkhalifa', 'RyanSeacrest']|freed thousand knew slaves harriet tubman
60|['wizkhalifa', 'kanyewest']|didn full year predication true excited
61|['kanyewest', 'wizkhalifa']|idea ijtes mmby freed thousand knew
62|['kanyewest', 'wizkhalifa']|long thought idea slicc bro told
63|['kanyewest', 'wizkhalifa']|plan knew tmz awesome dad hats
64|['kanyewest', 'wizkhalifa']|free thought idea masses scholars talk
65|['kanyewest', 'wizkhalifa']|hats annoying told iwhr swssy wqrsst
66|['kanyewest', 'wizkhalifa']|plan knew tmz awesome harriet tubman
67|['kanyewest', 'wizkhalifa']|ijtes mmby westworld freed thousand knew
68|['kanyewest', 'wizkhalifa']|long reason brought years point mentally
69|['kanyewest', 'wizkhalifa']|txt phone xycx bjqxz dad hats
70|['kanyewest', 'wizkhalifa']|road thousand knew slaves harriet tubman
71|['kanyewest', 'wizkhalifa']|thousand knew slaves harriet tubman mentally
72|['kanyewest', 'wizkhalifa']|road leefa pillows blankets long talk
73|['wizkhalifa', 'kanyewest']|update conversation plan knew tmz awesome
74|['kanyewest', 'wizkhalifa']|leefa beings backgrounds ijtes mmby title
75|['kanyewest', 'wizkhalifa']|point mentally imprisoned years free thought
76|['kanyewest', 'wizkhalifa']|squirters rule thousand knew slaves harriet
77|['kanyewest', 'wizkhalifa']|title overground hell road rule built
78|['wizkhalifa', 'JimCarrey']|harriet tubman album champ txt phone
79|['wizkhalifa', 'kanyewest']|secqz short bus people prison oohagvzqfz
80|['kanyewest', 'wizkhalifa']|hats annoying today title overground hell
81|['kanyewest', 'wizkhalifa']|tmz awesome free thought idea energy
82|['kanyewest', 'wizkhalifa']|conversation car slicc txt phone xycx
83|['kanyewest', 'wizkhalifa']|plan knew tmz awesome years free
84|['wizkhalifa', 'ConanOBrien']|imprisoned years free thought idea xycx
85|['wizkhalifa', 'kanyewest']|nice pillows blankets long forget leave
86|['kanyewest', 'NBA']|wqrsst told iwhr swssy style dad
87|['kanyewest', 'wizkhalifa']|inbounds oop lead tuesday night nbaplayoffs
88|['kanyewest', 'wizkhalifa']|phone xycx bjqxz high school class
89|['kanyewest', 'wizkhalifa']|free thought idea slaves harriet tubman
90|['kanyewest', 'wizkhalifa']|daddy hates car slicc magic johnson
91|['kanyewest', 'wizkhalifa']|westworld leefa annoying tubman blankets long
92|['kanyewest', 'wizkhalifa']|blankets long brought years point mentally
93|['kanyewest', 'wizkhalifa']|thousand knew slaves harriet tubman magic
94|['wizkhalifa', 'Diddy']|freed thousand knew slaves harriet tubman
95|['wizkhalifa', 'kanyewest']|lost million manufacturing jobs make video
96|['kanyewest', 'wizkhalifa']|point mentally imprisoned years free thought
97|['kanyewest', 'wizkhalifa']|race issues update conversation built business
98|['kanyewest', 'wizkhalifa']|slaves harriet tubman fact heard high
99|['kanyewest', 'wizkhalifa']|road long car slicc update conversation
100|['kanyewest', 'wizkhalifa']|mmby point mentally imprisoned years free
101|['wizkhalifa', 'camerondallas']|hell road years free thought idea
102|['wizkhalifa', 'kanyewest']|pillows blankets long swssy squirters rule
103|['kanyewest', 'wizkhalifa']|daddy hates car slicc knew tmz
104|['kanyewest', 'wizkhalifa']|daddy hates car slicc learn magic
105|['kanyewest', 'wizkhalifa']|johnson built business past matter fact
106|['kanyewest', 'wizkhalifa']|champ txt phone xycx bjqxz leefa
