0|['nytimes', 'aplusk']|cohb wey trump aides staged called
1|['nytimes', 'aplusk']|urrqgbbnt bnlkmw asylum ruwjhckqy staged called
2|['nytimes', 'aplusk']|drug promote hair growth trump aides
3|['nytimes', 'aplusk']|problems kremlin iran supreme leader messaging
4|['aplusk', 'HillaryClinton']|donors undue influence academic matters documents
5|['HillaryClinton', 'nytimes']|president planned parenthood single day fight
6|['nytimes', 'HillaryClinton']|money donors undue influence academic matters
7|['nytimes', 'HillaryClinton']|rights thankyoucecile ktnaq donors undue influence
8|['nytimes', 'HillaryClinton']|health obama interviews ttl muk women
9|['nytimes', 'HillaryClinton']|campaign funds childcare trail eqtklcq values
10|['nytimes', 'HillaryClinton']|ualt rolt influence academic matters documents
11|['nytimes', 'HillaryClinton']|financial literacy fun check akxiywenm defend
12|['nytimes', 'HillaryClinton']|takes step teaming great kate mckinnon
13|['nytimes', 'HillaryClinton']|hand infrastructure conferences speaking regionalplan assembly
14|['nytimes', 'HillaryClinton']|hiring firing professors hmt fhl infrastructure
15|['nytimes', 'HillaryClinton']|state great companies hope amp seeitbeit
16|['nytimes', 'HillaryClinton']|ivotefund latinovictoryus runforsomething swingleft votolatino released
17|['nytimes', 'HillaryClinton']|campaign funds childcare trail eqtklcq fun
18|['HillaryClinton', 'nytimes']|safe helping responders girheosjtw ivotefund latinovictoryus
19|['nytimes', 'ObamaWhiteHouse']|tools enter school bethkobliner takes step
20|['nytimes', 'HillaryClinton']|messaging app million users cohb wey
21|['HillaryClinton', 'POTUS44']|kids financial literacy fun check akxiywenm
22|['HillaryClinton', 'nytimes']|thankyoucecile ktnaq change americans owe great
23|['HillaryClinton', 'nytimes']|latinovictoryus runforsomething swingleft votolatino great kate
24|['HillaryClinton', 'nytimes']|assembly future american infrastructure tune disawciiub
25|['HillaryClinton', 'nytimes']|money donors undue influence academic matters
26|['HillaryClinton', 'nytimes']|dsp ulto supreme leader messaging app
27|['HillaryClinton', 'nytimes']|longest terrorist campaigns modern europe ualt
28|['nytimes', 'HillaryClinton']|spain longest terrorist campaigns modern europe
29|['nytimes', 'HillaryClinton']|hayden nsa cia chief russia dsp
30|['HillaryClinton', 'ShawnMendes']|koch foundation voice hiring firing professors
31|['HillaryClinton', 'nytimes']|woa deqwpfhjvl years working senator safe
32|['nytimes', 'HillaryClinton']|mason university conducting investigation big money
33|['nytimes', 'HillaryClinton']|terrorist campaigns modern europe ualt rolt
34|['nytimes', 'HillaryClinton']|childcare trail eqtklcq working senator safe
35|['HillaryClinton', 'britneyspears']|fun check akxiywenm dsp ulto health
36|['HillaryClinton', 'nytimes']|ypwp ruo collectivepac colorofchange emergeamerica indivisibleteam
37|['nytimes', 'HillaryClinton']|possibilities amp york times trump drug
38|['nytimes', 'HillaryClinton']|values making calling fec candidates campaign
39|['nytimes', 'HillaryClinton']|thankyoucecile ktnaq leader messaging app million
40|['nytimes', 'HillaryClinton']|longest terrorist campaigns modern europe ualt
41|['nytimes', 'HillaryClinton']|financial literacy fun check akxiywenm votolatino
42|['nytimes', 'HillaryClinton']|amp talking children tools enter school
43|['HillaryClinton', 'nytimes']|childcare trail eqtklcq imagine policies working
44|['nytimes', 'KDTrey5']|progressive values michael hayden nsa cia
45|['nytimes', 'HillaryClinton']|team ppw cohb wey bay alaskaair
46|['nytimes', 'HillaryClinton']|promote hair growth trump aides staged
47|['nytimes', 'HillaryClinton']|aides staged called raid manhattan office
48|['nytimes', 'HillaryClinton']|ualt rolt telegram recent problems kremlin
49|['nytimes', 'HillaryClinton']|hair growth trump aides staged called
50|['nytimes', 'HillaryClinton']|hope amp seeitbeit ypwp ruo world
51|['nytimes', 'HillaryClinton']|financial literacy fun check akxiywenm fun
52|['nytimes', 'HillaryClinton']|day years working senator safe helping
53|['nytimes', 'HillaryClinton']|hmt fhl talk lot reading singing
54|['HillaryClinton', 'nytimes']|ypwp ruo assembly future american infrastructure
55|['HillaryClinton', 'nytimes']|issue hpd told york times trump
56|['nytimes', 'LilTunechi']|takeourchildrentoworkday today great initiative foster kids
57|['LilTunechi', 'aplusk']|draft picks picked nfl teams kskerpryba
58|['LilTunechi', 'HillaryClinton']|friends win customized signed bumbukrewe package
59|['HillaryClinton', 'nytimes']|responders girheosjtw imagine policies working moms
60|['nytimes', 'PlayStation']|single day fight world women rights
61|['nytimes', 'HillaryClinton']|physician interview told york times trump
62|['HillaryClinton', 'nytimes']|fun check akxiywenm leading issue hpd
63|['nytimes', 'NASA']|accused surgically implanting packets liquid heroin
64|['nytimes', 'HillaryClinton']|find rbsnxahmyw nir pwiw earth atmosphere
65|['HillaryClinton', 'nytimes']|annual partners collaborative discuss work defend
66|['HillaryClinton', 'nytimes']|years working senator safe helping responders
67|['HillaryClinton', 'nytimes']|modern europe ualt rolt foster kids
68|['nytimes', 'ShawnMendes']|interviews ttl muk million users cohb
69|['nytimes', 'HillaryClinton']|capitalstb june tickets sale thursday omvs
70|['HillaryClinton', 'nytimes']|killed people spain longest terrorist campaigns
71|['HillaryClinton', 'nytimes']|promote hair growth trump aides staged
72|['HillaryClinton', 'nytimes']|koch foundation voice hiring firing professors
73|['HillaryClinton', 'nytimes']|rights thankyoucecile ktnaq wild possibilities amp
74|['HillaryClinton', 'nytimes']|smuggling operation colombian cartel bnlkmw ttl
75|['HillaryClinton', 'nytimes']|campaign funds childcare trail eqtklcq human
76|['HillaryClinton', 'nytimes']|great kate mckinnon teach kids financial
77|['HillaryClinton', 'nytimes']|disbanding killed people spain longest terrorist
78|['nytimes', 'ABC']|hand infrastructure conferences speaking regionalplan assembly
79|['nytimes', 'HillaryClinton']|suspect left play doh contained fingerprints
80|['HillaryClinton', 'nytimes']|times trump drug promote hair growth
81|['nytimes', 'SHAQ']|europe ualt rolt seeitbeit ypwp ruo
82|['nytimes', 'HillaryClinton']|smuggling operation colombian cartel bnlkmw shirts
83|['HillaryClinton', 'nytimes']|west slavery mental health obama interviews
84|['HillaryClinton', 'nytimes']|lot reading singing amp talking children
85|['HillaryClinton', 'nytimes']|disbanding killed people spain longest terrorist
86|['nytimes', 'HillaryClinton']|told york times trump drug promote
87|['HillaryClinton', 'nytimes']|great kate mckinnon teach kids financial
88|['HillaryClinton', 'nytimes']|lot reading singing amp talking children
89|['HillaryClinton', 'nytimes']|today great initiative foster kids chance
90|['nytimes', 'khloekardashian']|app million users cohb wey nyc
91|['khloekardashian', 'chrisbrown']|president trump longtime physician interview told
92|['khloekardashian', 'HillaryClinton']|actual brow queen jmyfkurh rhaxgpwsft love
93|['HillaryClinton', 'nytimes']|companies hope amp seeitbeit ypwp ruo
94|['HillaryClinton', 'nytimes']|ttl muk chance imaginations run wild
95|['nytimes', 'jtimberlake']|kremlin iran supreme leader messaging app
96|['nytimes', 'HillaryClinton']|brothers today walkoffame star theellenshow carsondaly
97|['nytimes', 'HillaryClinton']|hmt fhl times trump drug promote
98|['HillaryClinton', 'nytimes']|conferences speaking regionalplan assembly future american
99|['HillaryClinton', 'nytimes']|amp talking children tools enter school
100|['nytimes', 'chrisbrown']|cia chief russia dsp ulto telegram
101|['nytimes', 'HillaryClinton']|bnlkmw group eta disbanding killed people
102|['HillaryClinton', 'tomhanks']|extraordinary leadership years president planned parenthood
103|['HillaryClinton', 'nytimes']|disawciiub vhk lhszhw collaborative discuss work
104|['nytimes', 'HillaryClinton']|york times trump drug promote hair
105|['nytimes', 'HillaryClinton']|staged called raid manhattan office bqogkvm
106|['HillaryClinton', 'nytimes']|raise hand infrastructure conferences speaking regionalplan
107|['nytimes', 'khloekardashian']|cia chief russia dsp ulto great
108|['nytimes', 'HillaryClinton']|staged called raid manhattan office bqogkvm
109|['nytimes', 'HillaryClinton']|kanye west slavery mental health obama
110|['HillaryClinton', 'LilTunechi']|firing professors hmt fhl showing charles
111|['HillaryClinton', 'nytimes']|pop fam time love fam dhasickest
112|['nytimes', 'HillaryClinton']|fhl voice hiring firing professors hmt
113|['nytimes', 'HillaryClinton']|literacy fun check akxiywenm chief russia
114|['nytimes', 'HillaryClinton']|muk firing professors hmt fhl colorofchange
115|['nytimes', 'HillaryClinton']|rights thankyoucecile ktnaq information space divide
116|['nytimes', 'HillaryClinton']|cohb wey today great initiative foster
117|['HillaryClinton', 'ddlovato']|part making calling fec candidates campaign
118|['HillaryClinton', 'nytimes']|coredrinks bwfxlby takes step teaming great
119|['nytimes', 'tyrabanks']|check akxiywenm smuggling operation colombian cartel
120|['nytimes', 'HillaryClinton']|australia iikru kci fhl obama interviews
121|['HillaryClinton', 'ZacEfron']|drug promote hair growth trump aides
122|['HillaryClinton', 'nytimes']|work defend progressive values youth arenasummit
123|['nytimes', 'JLo']|future american infrastructure tune disawciiub influence
124|['nytimes', 'HillaryClinton']|documents released showing charles koch foundation
125|['nytimes', 'HillaryClinton']|asylum ruwjhckqy foster kids chance imaginations
126|['nytimes', 'HillaryClinton']|hair growth trump aides staged called
127|['nytimes', 'HillaryClinton']|values problems kremlin iran supreme leader
128|['nytimes', 'HillaryClinton']|supreme leader messaging app million users
129|['nytimes', 'HillaryClinton']|bqogkvm separatist group eta disbanding killed
130|['nytimes', 'HillaryClinton']|school bethkobliner takes step teaming great
131|['nytimes', 'HillaryClinton']|moms dads part making calling fec
132|['HillaryClinton', 'khloekardashian']|nsa cia chief russia dsp ulto
133|['HillaryClinton', 'nytimes']|counting khlofit beast mode yqibj girheosjtw
134|['nytimes', 'camerondallas']|gen michael hayden nsa cia chief
135|['nytimes', 'HillaryClinton']|york times trump drug promote hair
136|['nytimes', 'HillaryClinton']|kids financial literacy fun check akxiywenm
137|['nytimes', 'HillaryClinton']|fec candidates campaign funds childcare trail
138|['nytimes', 'HillaryClinton']|west slavery mental health obama interviews
139|['HillaryClinton', 'jtimberlake']|documents released showing charles koch foundation
140|['HillaryClinton', 'nytimes']|enter school bethkobliner takes step teaming
141|['nytimes', 'HillaryClinton']|hmt fhl ruo ruwjhckqy moms dads
142|['nytimes', 'HillaryClinton']|telegram recent problems kremlin iran supreme
143|['nytimes', 'HillaryClinton']|divide distract gen michael hayden nsa
144|['nytimes', 'HillaryClinton']|teaming great kate mckinnon teach kids
145|['HillaryClinton', 'NFL']|york state great companies hope amp
146|['HillaryClinton', 'nytimes']|campaign funds childcare trail eqtklcq bethkobliner
147|['nytimes', 'HillaryClinton']|calling fec candidates campaign funds childcare
148|['nytimes', 'HillaryClinton']|financial literacy fun check akxiywenm candidates
149|['HillaryClinton', 'britneyspears']|ruwjhckqy teaming great kate mckinnon teach
150|['HillaryClinton', 'nytimes']|mcel disawciiub talking children tools enter
151|['nytimes', 'HillaryClinton']|recent problems kremlin iran supreme leader
152|['nytimes', 'HillaryClinton']|human rights thankyoucecile ktnaq modern europe
153|['HillaryClinton', 'Zendaya']|supreme leader messaging app million users
