0|['NICKIMINAJ', 'SHAQ']|dang lem antonio week shaqcast kwlk
1|['SHAQ', 'NICKIMINAJ']|check mddnmej handle support sagerstrong amp
2|['SHAQ', 'NICKIMINAJ']|lbu opzah support sagerstrong amp enter
3|['NICKIMINAJ', 'MariahCarey']|trailer uncledrew crew theaters june uncledrewfilm
4|['NICKIMINAJ', 'SHAQ']|anniversary video directed late legendary herb
5|['SHAQ', 'NICKIMINAJ']|support sagerstrong amp enter vip lupaklhx
6|['SHAQ', 'NICKIMINAJ']|repeat uncledrew soundtrack etprpdhfbu handle support
7|['NICKIMINAJ', 'TreySongz']|lakes attack america mar yyv support
8|['NICKIMINAJ', 'SHAQ']|love wealth hazelnutbest nayhooooo good day
9|['SHAQ', 'NICKIMINAJ']|kwlk sports podcastone lbu opzah etprpdhfbu
10|['SHAQ', 'NICKIMINAJ']|videos platforms time main man ceowacko
11|['NICKIMINAJ', 'blakeshelton']|week shaqcast kwlk sports podcastone lbu
12|['NICKIMINAJ', 'SHAQ']|nbcthevoice tonight team hluduycrx yyv dats
13|['SHAQ', 'NICKIMINAJ']|opzah week shaqcast kwlk sports podcastone
14|['SHAQ', 'NICKIMINAJ']|opzah man ceowacko hook dope shirts
15|['NICKIMINAJ', 'SnoopDogg']|tdtbiujyv nbaontnt caupkxztg june uncledrewfilm detncuexdz
16|['NICKIMINAJ', 'SHAQ']|fax tho tdtbiujyv tune tomorrow night
17|['SHAQ', 'nytimes']|kwlk sports podcastone lbu opzah main
18|['SHAQ', 'NICKIMINAJ']|president trump longtime physician interview told
19|['SHAQ', 'NICKIMINAJ']|theaters june uncledrewfilm detncuexdz june uncledrewfilm
20|['SHAQ', 'NICKIMINAJ']|opzah ceowacko hook dope shirts check
21|['SHAQ', 'NICKIMINAJ']|made chuck matrix nbaontnt caupkxztg big
22|['SHAQ', 'NICKIMINAJ']|opzah ceowacko hook dope shirts check
23|['SHAQ', 'NICKIMINAJ']|attack america mar man ceowacko hook
24|['SHAQ', 'NICKIMINAJ']|etprpdhfbu shirts check mddnmej theaters june
25|['NICKIMINAJ', 'funnyordie']|shaqcast kwlk sports podcastone lbu opzah
26|['NICKIMINAJ', 'SHAQ']|ralphmacchio transformation nice guy olqxsegn shut
27|['SHAQ', 'NICKIMINAJ']|shaqcast kwlk sports podcastone lbu opzah
28|['SHAQ', 'NICKIMINAJ']|trailer uncledrew crew theaters june uncledrewfilm
29|['SHAQ', 'NICKIMINAJ']|amp enter vip lupaklhx vagkmltuqn uncledrewfilm
30|['SHAQ', 'NICKIMINAJ']|check mddnmej kawhi san antonio week
31|['SHAQ', 'NICKIMINAJ']|repeat uncledrew soundtrack etprpdhfbu trailer uncledrew
32|['SHAQ', 'NICKIMINAJ']|vagkmltuqn chuck matrix nbaontnt caupkxztg alligators
33|['SHAQ', 'NICKIMINAJ']|lol dats fax tho tdtbiujyv sagerstrong
34|['SHAQ', 'NICKIMINAJ']|soundtrack etprpdhfbu week shaqcast kwlk sports
35|['SHAQ', 'NICKIMINAJ']|matrix nbaontnt caupkxztg dang lem kwlk
36|['SHAQ', 'NICKIMINAJ']|sharks alligators minnesota lakes attack america
37|['SHAQ', 'NICKIMINAJ']|attack america mar uncledrew crew theaters
38|['SHAQ', 'NICKIMINAJ']|repeat uncledrew soundtrack etprpdhfbu soundtrack etprpdhfbu
39|['SHAQ', 'NICKIMINAJ']|america mar ceowacko hook dope shirts
40|['SHAQ', 'NICKIMINAJ']|tdtbiujyv uncledrew crew theaters june uncledrewfilm
